"rxn","Output"
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*CN1C=C(C2=CC=CC=C12)C(=O)OC[C@@H](CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C1=CC2=CC=CC=C2C=C1",74
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*CN1C=C(C2=CC=CC=C12)C(=O)OC[C@@H](CC(C(F)(F)F)(F)F)C=1C=NC(=NC1)C(F)(F)F",92
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*CN1C=C(C2=CC=CC=C12)C(=O)OC[C@@H](CC(C(C(F)(F)F)(F)F)(F)F)C=1C=NC(=NC1)C(F)(F)F",90
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*CN1C=C(C2=CC=CC=C12)C(=O)OC[C@@H](CC(C(F)(F)F)(C(F)(F)F)F)C=1C=NC(=NC1)C(F)(F)F",92
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*CN1C=C(C2=CC=CC=C12)C(=O)OC[C@@H](CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C=1C=NC(=NC1)C(F)(F)F",90
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*CN1C=C(C2=CC=CC=C12)C(=O)OC[C@@H](CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C=1C=NC(=NC1)C(F)(F)F",86
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*CN1C=C(C2=CC=CC=C12)C(=O)OC[C@@H](CC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C=1C=NC(=NC1)C(F)(F)F",88
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*CN1C=C(C2=CC=CC=C12)C(=O)OC[C@@H](CC(C(F)(F)Cl)(F)F)C=1C=NC(=NC1)C(F)(F)F",86
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*CN1C=C(C2=CC=CC=C12)C(=O)OC[C@@H](CC(C(=O)OCC)(F)F)C=1C=NC(=NC1)C(F)(F)F",80
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*CN1C=C(C2=CC=CC=C12)C(=O)OC[C@@H](CC(C)(C)C)C=1C=NC(=NC1)C(F)(F)F",92
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*CN1C=C(C2=CC=CC=C12)C(=O)OC[C@@H](CC(CCCCl)(C)C)C=1C=NC(=NC1)C(F)(F)F",92
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*N1C=C(C2=CC=CC=C12)C(=O)OC[C@@H](CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C=1C=NC(=NC1)C(F)(F)F",90
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*C(C1=CC=CC=C1)N1C=C(C2=CC=CC=C12)C(=O)OC[C@@H](CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C=1C=NC(=NC1)C(F)(F)F",86
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*C(CCCC)N1C=C(C2=CC=CC=C12)C(=O)OC[C@@H](CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C=1C=NC(=NC1)C(F)(F)F",90
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*CN1C=C(C2=CC(=CC=C12)C)C(=O)OC[C@@H](CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C=1C=NC(=NC1)C(F)(F)F",90
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*FC=1C=C2C(=CN(C2=CC1)C)C(=O)OC[C@@H](CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C=1C=NC(=NC1)C(F)(F)F",88
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*CN1C=C(C2=CC=C(C=C12)C)C(=O)OC[C@@H](CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C=1C=NC(=NC1)C(F)(F)F",92
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*ClC1=CC=C2C(=CN(C2=C1)C)C(=O)OC[C@@H](CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C=1C=NC(=NC1)C(F)(F)F",88
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*CN1C=C(C2=CC=CC(=C12)C)C(=O)OC[C@@H](CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C=1C=NC(=NC1)C(F)(F)F",92
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*FC(C[C@H](CCC(=O)N1CCC2=CC=CC=C12)C=1C=NC(=NC1)C(F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)F",82
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*FC(C[C@H](COC(C1=CC=CC=C1)=O)C=1C=NC(=NC1)C(F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)F",78
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*C(OC)(OC[C@@H](CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C=1C=NC(=NC1)C(F)(F)F)=O",82
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*CN1C=C(C2=CC=CC=C12)C(=O)OC[C@@H](CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C=1C=NC(=NC1)C(F)(F)F",88
"CCCCC(CCCC)[C@@H]1COC(C2=N[C@H](C(CCCC)CCCC)CO2)=N1*CN1C=C(C2=CC=CC=C12)C(=O)OC[C@@H](CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C=1C=NC(=NC1)C(F)(F)F",90
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*COC1=CC=C(C=C1)[C@H](CC)NC(C1=CC=CC=C1)=O",85
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*CN1C=C(C2=CC=CC=C12)C(=O)OC[C@@H](CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C=1C=NC(=NC1)C(F)(F)F",88
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*O=C(OC)C1=CC=C([C@H](CCC2=CC=CC=C2)C(F)(F)F)C=C1",72
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*O=C(OC)C1=CC=C([C@H](CCC2=CC=CC=C2)C(F)(F)F)C=C1",94
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC([C@@H](CCC1=CC=CC=C1)C=1C=C(C(=O)OC)C=CC1)(F)F",95
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*CS(=O)(=O)C1=CC=C(C=C1)[C@@H](C(F)(F)F)CCC1=CC=CC=C1",93
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*CS(=O)(=O)C1=CC(=CC=C1)[C@@H](C(F)(F)F)CCC1=CC=CC=C1",94
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC([C@@H](CCC1=CC=CC=C1)C1=CC=C(C=C1)C(C)=O)(F)F",95
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC([C@@H](CCC1=CC=CC=C1)C1=CC=C(C=C1)C(C)=O)(F)F",92
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*C1(=CC=CC=C1)C(=O)C1=CC=C(C=C1)[C@@H](C(F)(F)F)CCC1=CC=CC=C1",94
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC([C@@H](CCC1=CC=CC=C1)C1=CC=C(C=O)C=C1)(F)F",95
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*COC1=CC=C(C=C1)[C@@H](C(F)(F)F)CCC1=CC=CC=C1",91
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*COC1=CC(=CC=C1)[C@@H](C(F)(F)F)CCC1=CC=CC=C1",94
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*COC1=C(C(=CC(=C1)[C@@H](C(F)(F)F)CCC1=CC=CC=C1)OC)OC",93
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*CSC1=CC=C(C=C1)[C@@H](C(F)(F)F)CCC1=CC=CC=C1",94
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC([C@@H](CCC1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1)(F)F",91
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC([C@@H](CCC1=CC=CC=C1)C1=CC=C(C=C1)CCO)(F)F",89
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC([C@@H](CCC1=CC=CC=C1)C=1C=CC=C2C=CNC12)(F)F",90
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC([C@@H](CCC1=CC=CC=C1)C1=CC=C2C=CNC2=C1)(F)F",92
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC([C@@H](CCC1=CC=CC=C1)C=1C=C2C=CNC2=CC1)(F)F",80
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*CN1C=CC2=CC(=CC=C12)[C@@H](C(F)(F)F)CCC1=CC=CC=C1",87
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC([C@@H](CCC1=CC=CC=C1)C=1C=C2C=CN(C2=CC1)C(=O)OC(C)(C)C)(F)F",90
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*COC1=CC2=CC=C(C=C2C=C1)[C@@H](C(F)(F)F)CCC1=CC=CC=C1",91
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*COC1=NC=C(C=C1)[C@@H](C(F)(F)F)CCC1=CC=CC=C1",94
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC1=NC=C(C=C1)[C@@H](C(F)(F)F)CCC1=CC=CC=C1",95
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*ClC1=NC=C(C=C1)[C@@H](C(F)(F)F)CCC1=CC=CC=C1",95
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC(F)(F)C1=NC=C([C@H](CCC2=CC=CC=C2)C(F)(F)F)C=C1",95
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*COC1=NC=CC(=C1)[C@@H](C(F)(F)F)CCC1=CC=CC=C1",92
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*CC1=NC2=CC=C(C=C2C=C1)[C@@H](C(F)(F)F)CCC1=CC=CC=C1",92
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*CC(C(=O)OCC)(C)OC1=CC=C(C=C1)[C@@H](C(F)(F)F)CCC1=CC=CC=C1",91
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*C[C@@]12C(CC[C@H]1[C@@H]1CCC=3C=C(C=CC3[C@H]1CC2)[C@@H](C(F)(F)F)CCC2=CC=CC=C2)=O",83
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*COC=1C=C2C(=C(N(C2=CC1)C(C1=CC=C(C=C1)[C@@H](C(F)(F)F)CCC1=CC=CC=C1)=O)C)CC(=O)OC",93
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC([C@@H](CCC1=CC=CC=C1)C1=CC=C(C(=O)N2C(CCC2)=O)C=C1)(F)F",94
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC1=CC=C(C=C1)C=1SC(=CC1)CC1=C(C=CC(=C1)[C@@H](C(F)(F)F)CCC1=CC=CC=C1)C",94
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*C(C)(C)(C)OC(=O)N[C@H](C(=O)OC)CC1=CNC2=C(C=CC=C12)[C@@H](C(F)(F)F)CCC1=CC=CC=C1",95
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*C(C1=CC=CC=C1)(=O)OCCC[C@H](C(F)(F)F)C1=CC=C(C=C1)C(C)=O",93
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*CC1=CC=C(C=C1)S(=O)(=O)OCCC[C@H](C(F)(F)F)C1=CC=C(C=C1)C(C)=O",94
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*C(C)(=O)C1=CC=C(OCCCCC[C@H](C(F)(F)F)C2=CC=C(C=C2)C(C)=O)C=C1",93
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*O1C(=CC=C1)C(=O)OCCC[C@H](C(F)(F)F)C1=CC=C(C=C1)C(C)=O",94
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*CC=1N=CSC1C(=O)OCCC[C@H](C(F)(F)F)C1=CC=C(C=C1)C(C)=O",90
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*CC1=CC=C([C@H](CCCOC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(F)(F)F)C=C1",93
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC([C@@H](CCCO)C1=CC=C(C=C1)C(C)=O)(F)F",90
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*ClCCCCC[C@H](C(F)(F)F)C1=CC=C(C=C1)C(C)=O",92
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*C(C)(=O)C1=CC=C(C=C1)[C@H](CCCN1C(C2=CC=CC=C2C1=O)=O)C(F)(F)F",90
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*C(C)(=O)C1=CC=C(C=C1)[C@H](CC1CCN(CC1)C(=O)OC(C)(C)C)C(F)(F)F",92
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC([C@@H](C)C1=CC=C(C=C1)C(C)=O)(F)F",92
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC([C@@H](CCCCCC)C1=CC=C(C=C1)C(C)=O)(F)F",96
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC([C@@H](CCCCCCCCCCC)C1=CC=C(C=C1)C(C)=O)(F)F",93
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*C(C)(=O)C1=CC=C(C=C1)[C@@H](C(C(=O)OCC)(F)F)CCC1=CC=CC=C1",92
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC(C([C@@H](CCC1=CC=CC=C1)C1=CC=C(C=C1)C(C)=O)(F)F)(F)F",93
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC([C@@H](CCC1=CC=CC=C1)C1=CC=C(C=C1)C(C)=O)(C(C(F)(F)F)(F)F)F",90
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC([C@@H](CCC1=CC=CC=C1)C1=CC=C(C=C1)C(C)=O)(C(C(C(F)(F)F)(F)F)(F)F)F",90
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*C(C)(=O)C1=CC=C(C=C1)[C@@H](C(C(=O)C1=CC=CC=C1)(F)F)CCC1=CC=CC=C1",74
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*O=C1C2=C(OCC3=C1C=CC=C3)C=CC(=C2)CC(=O)OCCC[C@H](C(F)(F)F)C2=CC=C(C=C2)C(C)=O",93
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*CC1=C(OCCCC(C(=O)OCCC[C@H](C(F)(F)F)C2=CC=C(C=C2)C(C)=O)(C)C)C=C(C=C1)C",94
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*FC1=C(C=CC(=C1)C(C(=O)OCCC[C@H](C(F)(F)F)C1=CC=C(C=C1)C(C)=O)C)C1=CC=CC=C1",93
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCCC[C@@H](C1=CC=C(C(C)=O)C=C1)C(F)(F)F",93
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*C[C@@]12C(CC[C@H]1[C@@H]1CCC=3C=C(C=CC3[C@H]1CC2)C(C(=O)OCCC[C@H](C(F)(F)F)C2=CC=C(C=C2)C(C)=O)C(=O)[O-])=O",93
"CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1*COC(=O)C1=CC=C([C@H](CCC2=CC=CC=C2)C(F)(F)F)C=C1",-94
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*COC1=CC=C(C=N1)[C@@H](C(=O)OC1=CC=CC=C1)C",85
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*COC=1C=C(C=CC1)[C@@H](C(=O)OC1=CC=CC=C1)C",84
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*C(C)(=O)C1=CC=C(C=C1)[C@@H](C(=O)OC1=CC=CC=C1)C",87
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*FC1=CC=C(C=N1)[C@@H](C(=O)OC1=CC=CC=C1)C",87
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*FC(C=1C=C(C=CC1)[C@@H](C(=O)OC1=CC=CC=C1)C)(F)F",85
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*C1=C(C=CC2=CC=CC=C12)[C@@H](C(=O)OC1=CC=CC=C1)C",86
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*C1(=CC=C(C=C1)[C@@H](C(=O)OC1=CC=CC=C1)C)C",85
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*C1(=CC(=CC=C1)[C@@H](C(=O)OC1=CC=CC=C1)C)C",84
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*ClC1=CC=C(C=C1)[C@@H](C(=O)OC1=CC=CC=C1)C",87
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*O=C([C@@H](C)C1=CC=C(C=C1)N1CCN(CC1)C(=O)OC(C)(C)C)OC1=CC=CC=C1",85
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*[Si](C)(C)(C(C)(C)C)OC1=CC=C(C=C1)[C@@H](C(=O)OC1=CC=CC=C1)C",84
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*COC1=CC=C(C=N1)[C@@H](C(=O)OC1=CC=CC=C1)CC",88
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*COC1=CC=C(C=N1)[C@@H](C(=O)OC1=CC=CC=C1)C(C)C",96
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*COC=1C=C(C=CC1)[C@@H](C(=O)OC1=CC=CC=C1)CC",85
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*COC=1C=C(C=CC1)C(C(=O)OC1=CC=CC=C1)C(C)C",98
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*CC([C@H](C(=O)OC1=CC=CC=C1)C1=CC=C(C=C1)C)C",97
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*CC([C@H](C(=O)OC1=CC=CC=C1)C1=CC=C(C=C1)C)(C)C",89
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*C1(CCCC1)[C@H](C(=O)OC1=CC=CC=C1)C1=CC=C(C=C1)C",97
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*C1(CCCCC1)[C@H](C(=O)OC1=CC=CC=C1)C1=CC=C(C=C1)C",98
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*C(#N)C1=CC=C(C=C1)[C@@H](C(=O)OC1=CC=CC=C1)C(C)C",96
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*O=C(N1CCN(C2=NC=C([C@H](C(C)C)C(OC3=CC=CC=C3)=O)C=C2)CC1)OC(C)(C)C",97
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*COC=1C=C2C=CC(=CC2=CC1)C(C(=O)OC1=CC=CC=C1)C",84
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*C[C@@H](C1=CC=C(C)C=C1)C(OC2=CC=CC=C2)=O",85
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*O=C(OC1=CC=CC=C1)[C@H](C2=CC=C(C)C=C2)CC",87
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*O=C(OC1=CC=CC=C1)[C@H](C2=CC=C(C)C=C2)C(C)C",97
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*O=C(OC1=CC=CC=C1)[C@H](C2=CC=C(C)C=C2)C3CCCC3",97
"CCCC([C@@H]1COC(C2=N[C@@H](CO2)C(CCC)CCC)=N1)CCC*O=C(OC1=CC=CC=C1)[C@H](C2=CC=C(C)C=C2)C3CCCCC3",98
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*C1(=CC=CC=C1)[C@@H](C(=O)OC(C)(C(C)(C)C)C)C",90
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*C1(=CC=C(C=C1)[C@@H](C(=O)OC(C)(C(C)(C)C)C)C)C",90
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*C(C)(C)(C)C1=CC=C(C=C1)[C@@H](C(=O)OC(C)(C(C)(C)C)C)C",90
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*CC(C)(C(C)(C)C)OC([C@@H](C)C1=CC=C(C=C1)N(C)C)=O",84
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*COC1=CC=C(C=C1)[C@@H](C(=O)OC(C)(C(C)(C)C)C)C",85
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*FC(OC1=CC=C(C=C1)[C@@H](C(=O)OC(C)(C(C)(C)C)C)C)(F)F",86
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*FC1=CC=C(C=C1)[C@@H](C(=O)OC(C)(C(C)(C)C)C)C",90
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*CC(C)(C(C)(C)C)OC([C@@H](C)C1=CC=C(C=C1)C(F)(F)F)=O",87
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*ClC1=CC=C(C=C1)[C@@H](C(=O)OC(C)(C(C)(C)C)C)C",86
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*C(C)(=O)C1=CC=C(C=C1)[C@@H](C(=O)OC(C)(C(C)(C)C)C)C",90
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*O=C(C1=CC=C([C@H](C)C(OC(C(C)(C)C)(C)C)=O)C=C1)OCC",91
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*C(#N)C1=CC=C(C=C1)[C@@H](C(=O)OC(C)(C(C)(C)C)C)C",89
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*CC(C)(C(C)(C)C)OC([C@@H](C)C1=CC=C(C=C1)B1OC(C(O1)(C)C)(C)C)=O",90
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*C1(=CC(=CC=C1)[C@@H](C(=O)OC(C)(C(C)(C)C)C)C)C",90
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*O(C1=CC=CC=C1)C=1C=C(C=CC1)[C@@H](C(=O)OC(C)(C(C)(C)C)C)C",90
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*ClC=1C=C(C=CC1)[C@@H](C(=O)OC(C)(C(C)(C)C)C)C",90
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*C1(=C(C=CC=C1)[C@@H](C(=O)OC(C)(C(C)(C)C)C)C)C",88
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*C1(=CC=C(C=C1)[C@@H](C(=O)OC(C)(C(C)(C)C)C)C)C1=CC=CC=C1",89
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*FC1=C(C=CC(=C1)[C@@H](C(=O)OC(C)(C(C)(C)C)C)C)C1=CC=CC=C1",88
"CCCC(CCC)[C@H](CO1)N=C1C2=N[C@H](C(CCC)CCC)CO2*CC(C)(C(C)(C)C)OC([C@@H](C)C1=CC=C(C=C1)N1C=CC=C1)=O",88
