"rxn","Output"
"C1(C2(CCCC2)C3=NC(C4=CC=CC=C4)=CO3)=NC(C5=CC=CC=C5)=CO1*CC[C@H](NC(C1=CC=CC=C1)=O)CCCC2=CC=C(C=C2)OC",12.1634259204307
"CC(C)[C@H]1COC(C2=N[C@@H](C(C)C)CO2)=N1*C(C1=CC=CC=C1)N([C@@H](CC)C1=CC=C(C=C1)OC)CC1=CC=CC=C1",68
"CC([C@@H](CO1)N=C1C2=N[C@@H](C(C)C)CO2)C*C1(CCCCC1)[C@@H](CC)NC(OCC1=CC=CC=C1)=O",10
"CC([C@@H](CO1)N=C1C2=N[C@@H](C(C)C)CO2)C*CC1(OB(OC1(C)C)[C@H](CCCC1=CC=CC=C1)CCCCC)C",60
"CC([C@@H](CO1)N=C1C2=N[C@@H](C(C)C)CO2)C*C1(=CC=CC=C1)CCC[C@@H](C)NC(C1=CC=CC=C1)=O",12
"CC([C@H]1COC(C2=N[C@@H](C(C)C)CO2)=N1)C*CN1C=C(C2=CC=CC=C12)C(=O)OC[C@@H](CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C=1C=NC(=NC1)C(F)(F)F",-76
"CC([C@H]1COC(C2=N[C@@H](C(C)C)CO2)=N1)C*CC(C[C@H](C1=CC=CC=C1)NC(C1=CC=CC=C1)=O)(C)C",88
"CC(C)[C@H]1COC(C2=N[C@@H](C(C)C)CO2)=N1*COC(=O)C1=CC=C([C@H](CCC2=CC=CC=C2)C(F)(F)F)C=C1",34
"CC([C@H]1COC(C2=N[C@@H](C(C)C)CO2)=N1)C*CC(=O)C1=CC=C([C@H](CNS(=O)(=O)C2=CC=C(C)C=C2)C2=CC=CC=C2)C=C1",52
"CC([C@@H](CO1)N=C1C2=N[C@@H](C(C)C)CO2)C*COC1=NC=C(C=C1)[C@H](CC)C1=CC=CC=C1",68
"CC(C)[C@H]1COC(C2=N[C@@H](C(C)C)CO2)=N1*C1(=CC=CC=C1)CC[C@H](C#N)C=1C=NC2=CC=CC=C2C1",9
"CC(C)[C@H]1COC(C2=N[C@@H](C(C)C)CO2)=N1*COC(=O)C1=CC=C([C@@H](C)C2=CC=CC=C2)C=C1",38
"CC(C)[C@H]1COC(C2=N[C@@H](C(C)C)CO2)=N1*C(C)OC(C(F)(F)[C@@]1(C(C2=CC=CC=C2C1)=O)C(=O)OC12CC3CC(CC(C1)C3)C2)=O",66
"CC([C@@H](CO1)N=C1C2=N[C@@H](C(C)C)CO2)C*CC(C[C@@H](C(=O)OC(C)(C)C)C1=CC(=NC=C1)C(F)(F)F)(C)C",82
"CC([C@@H](CO1)N=C1C2=N[C@@H](C(C)C)CO2)C*COC1=CC=C(C=C1)/C=C/C[C@@]1(C(N(C2=CC=CC=C12)C)=O)C",63
"CC([C@@H](CO1)N=C1C2=N[C@@H](C(C)C)CO2)C*COC(\C=C\C[C@]1(COC2=C1C=CC=C2)C)=O",81
"CC([C@@H](CO1)N=C1C2=N[C@@H](C(C)C)CO2)C*C(C1=CC=CC=C1)N1C([C@H](CC1)CCCCCCCC)=O",12
"CC(C)[C@@H](CO1)N=C1C2=N[C@@H](C(C)C)CO2*FC=1C=C2[C@](C(N(C2=CC1)C(=O)OC12CC3CC(CC(C1)C3)C2)=O)([N+](=O)[O-])CC2=CC=CC=C2",15
"CC(C)[C@@H](CO1)N=C1C2=N[C@@H](C(C)C)CO2*OC[C@@H](C1=CC=CC=C1)C1=CC=C(C(=O)OCC)C=C1",81
"CC(C)[C@H]1COC(C2=CC=CC(C3N[C@@H](C(C)C)CO3)=N2)=N1*C[C@H](C1=CC=CC=C1)C#CC2=CC=CC=C2",83
"CC(C)[C@H]1COC(C2=CC=CC(C3N[C@@H](C(C)C)CO3)=N2)=N1*COC1=CC2=CC=C(C=C2C=C1)C#C[C@H](C)C1=CC=CC=C1",85
"CC(C)[C@H]1COC(C2=CC=CC(C3N[C@@H](C(C)C)CO3)=N2)=N1*C1(=CC=CC=C1)[C@H](C#CC1=CSC=C1)C",87
"CC(C)[C@H]1COC(C2=CC=CC(C3N[C@@H](C(C)C)CO3)=N2)=N1*C1(=CCCCC1)C#C[C@H](C)C1=CC=CC=C1",84
"CC(C)[C@H]1COC(C2=CC=CC(C3N[C@@H](C(C)C)CO3)=N2)=N1*CC(C1=CC=CC=C1)=[C@@]=CC(OCC)=O",77
"CC(C)[C@H]1COC(C2=CC=CC(C3N[C@@H](C(C)C)CO3)=N2)=N1*C1(=CC=CC=C1)C#C[C@H]1CCC2=CC=CC=C12",82
"CC(C)[C@H]1COC(C2=CC=CC(C3N[C@@H](C(C)C)CO3)=N2)=N1*[C@@H]1(CCC2=CC=CC=C12)C#CC1=CC2=CC=C(C=C2C=C1)OC",81
"CC(C)[C@H]1COC(C2=CC=CC(C3N[C@@H](C(C)C)CO3)=N2)=N1*[C@@H]1(CCC2=CC=CC=C12)C#CC1=CSC=C1",84
"CC(C)[C@H]1COC(C2=CC=CC(C3N[C@@H](C(C)C)CO3)=N2)=N1*[C@H]1(CCC2=CC=CC=C12)C#C[Si](C)(C)C",80
"CC(C)[C@H]1COC(C2=CC=CC(C3N[C@@H](C(C)C)CO3)=N2)=N1*C1(=CC=CC=C1)C#C[C@H]1CC2=C1C=CC=C2",6
"CC(C)[C@H]1COC(C2=CC=CC(C3N[C@@H](C(C)C)CO3)=N2)=N1*[C@@H]1(CC2=C1C=CC=C2)C#CC2=CC1=CC=C(C=C1C=C2)OC",6
"CC(C)[C@H]1COC(C2=CC=CC(C3N[C@@H](C(C)C)CO3)=N2)=N1*[C@@H]1(CC2=C1C=CC=C2)C#CC2=CSC=C2",7
"CC(C)[C@H]1COC(C2=CC=CC(C3N[C@@H](C(C)C)CO3)=N2)=N1*[C@H]1(CC2=C1C=CC=C2)C#C[Si](C)(C)C",7
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*N#CC1=CC=C([C@@H](CCC2=CC=CC=C2)C(F)(F)F)C=C1",86
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)(F)[C@H](CCC1=CC=CC=C1)C(C=C2)=CC=C2C(OC)=O",84
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)(F)[C@H](CCC1=CC=CC=C1)C(C=C2)=CC=C2C=O",86
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)(F)[C@H](CCC1=CC=CC=C1)C(C=C2)=CC=C2C(C)=O",84
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)(F)[C@H](CCC1=CC=CC=C1)C(C=C2)=CC=C2C(C3=CC=CC=C3)=O",84
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)(F)[C@H](CCC1=CC=CC=C1)C(C=C2)=CC=C2SC",82
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)(F)[C@H](CCC1=CC=CC=C1)C(C=C2)=CC=C2S(C)(=O)=O",85
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)(F)[C@H](CCC1=CC=CC=C1)C2=CC=C(OC)C=C2",76
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)(F)[C@H](CCC1=CC=CC=C1)C2=CC(C#N)=CC=C2",82
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)(F)[C@H](CCC1=CC=CC=C1)C2=CC(C(OC)=O)=CC=C2",84
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)(F)[C@H](CCC1=CC=CC=C1)C2=CC(C(C)=O)=CC=C2",82
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)(F)[C@H](CCC1=CC=CC=C1)C2=CC(OC)=CC=C2",80
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)(F)[C@H](CCC1=CC=CC=C1)C2=CC(OCO3)=C3C=C2",80
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)(F)[C@H](CCC1=CC=CC=C1)C2=CC(C)=C(C#N)C=C2",83
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)(F)[C@H](CCC1=CC=CC=C1)C2=CC(N(C)C=C3)=C3C=C2",74
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)(F)[C@H](CCC1=CC=CC=C1)C2=CC(F)=NC=C2",86
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)(F)[C@H](CCCOC(C1=CC=CC=C1)=O)C2=CC=C(C#N)C=C2",82
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)(F)[C@H](CCCOC(C1=CC=CC=C1)=O)C2=CC=C(C(C)=O)C=C2",78
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*CC(=O)C1=CC=C([C@@H](CCN2C(=O)C3=C(C=CC=C3)C2=O)C(F)(F)F)C=C1",72
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)(F)[C@H](CCCO)C1=CC=C(C(C)=O)C=C1",86
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)([C@@H](C1=CC=C(C=C1)C=O)CCCOC(C2=CC=CC=C2)=O)F",82
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*FC(F)(F)[C@H](CCCCCC)C1=CC=C(C(C)=O)C=C1",86
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*CC(=O)C1=CC=C([C@@H](OCC2=CC=C(C(F)(F)F)C=C2)C(F)(F)F)C=C1",78
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*CC(=O)C1=CC=C(OCCC[C@H](C2=CC=C(C(C)=O)C=C2)C(F)(F)F)C=C1",83
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*CC(=O)C1=CC=C([C@@H](CCCOC(=O)C2=C(C)N=CS2)C(F)(F)F)C=C1",83
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*CCOC(=O)C(C)(C)OC1=CC=C([C@@H](CCC2=CC=CC=C2)C(F)(F)F)C=C1",76
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*O=C1CCCN1C(=O)C1=CC=C([C@@H](CCC2=CC=CC=C2)C(F)(F)F)C=C1",82
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C1=CC=C([C@@H](CCC2=CC=CC=C2)C(F)(F)F)C=C1",84
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*[H][C@]12CC[C@]3(C)C(=O)CC[C@@]3([H])[C@]1([H])CCC1=CC(OCCC[C@H](C3=CC=C(C(C)=O)C=C3)C(F)(F)F)=CC=C12",84
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCCC[C@H](C1=CC=C(C(C)=O)C=C1)C(F)(F)F",80
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OC1=CC([C@@H](CCC2=CC=CC=C2)C(F)(F)F)=CC=C1",84
"CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4*COC1=CC2=C(N(C(C)=C2CC(OC3=CC([C@H](C(F)(F)F)CCC4=CC=CC=C4)=CC=C3C(OC)=O)=O)C(C5=CC=C(C=C5)Cl)=O)C=C1",82
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*COc1ccc([C@@H](C)c2ccccc2)cc1",90
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*Cc1ccc([C@@H](C)c2ccccc2)cc1",90
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*C[C@@H](c1ccccc1)c1ccc(C(C)(C)C)cc1",91
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*C[C@@H](c1ccccc1)c1ccc(C(F)(F)F)cc1",89
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*C[C@@H](c1ccccc1)c1ccc(F)cc1",87
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*C[C@@H](c1ccccc1)c1ccc(C#N)cc1",86
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*Cc1cccc([C@@H](C)c2ccccc2)c1",91
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*CC(C)c1cccc([C@@H](C)c2ccccc2)c1",88
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*COc1cccc([C@@H](C)c2ccccc2)c1",89
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*C[C@@H](c1ccccc1)c1cccc(C#N)c1",80
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*COC(=O)c1cccc([C@@H](C)c2ccccc2)c1",87
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*CSc1cccc([C@@H](C)c2ccccc2)c1",91
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*CC(=O)c1cccc([C@@H](C)c2ccccc2)c1",85
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*C[C@@H](c1ccccc1)c1cccc(O)c1",90
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*C[C@@H](c1ccccc1)c1cccc(NC(=O)OC(C)(C)C)c1",81
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*C[C@@H](c1ccccc1)c1ccc2ccccc2c1",91
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*C[C@@H](c1ccccc1)c1ccc2occc2c1",88
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*C[C@@H](c1ccccc1)c1ccc2sccc2c1",88
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*Cc1ccc(S(=O)(=O)n2ccc3cc([C@@H](C)c4ccccc4)ccc32)cc1",89
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*C[C@@H](c1ccccc1)c1ccc2c(c1)OCO2",89
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*C[C@@H](c1ccccc1)c1ccc2ncccc2c1",70
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*Cc1ccc([C@@H](C)c2ccccc2)cc1C",92
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*COC(=O)c1ccc([C@@H](C)c2ccc(OC)cc2)cc1",78
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*COC(=O)c1ccc([C@@H](C)c2ccc(F)cc2)cc1",72
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*COC(=O)c1ccc([C@@H](C)c2ccc(CC(C)C)cc2)cc1",89
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*COC(=O)c1ccc([C@@H](C)c2ccc3ccccc3c2)cc1",81
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*CC[C@@H](c1ccccc1)c1ccc(C(=O)OC)cc1",80
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*CC[C@@H](c1ccccc1)c1ccc(C(C)(C)C)cc1",80
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*COC(=O)c1ccc([C@@H](Cc2ccccc2)c2ccccc2)cc1",89
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*COC(=O)c1ccc([C@@H](CCc2ccccc2)c2ccccc2)cc1",87
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*COC(=O)c1ccc([C@@H](CCCc2ccccc2)c2ccccc2)cc1",84
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*COC(=O)c1ccc([C@H]2CCCc3ccccc32)cc1",80
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*CC(C)[C@H]1CC[C@H](C)CC1OC(=O)c1cccc([C@@H](C)c2ccccc2)c1",87
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*COc1ccc([C@H](C)c2cc(OC)c(OC)c(OC)c2)cc1",85
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*C[C@@H](C1=CC=CC=C1)C1=CC=CC(C(F)(F)F)=C1",90
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*COC(=O)C1=CC=C([C@@H](C)C2=CC=CC=C2)C=C1",89
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@@H](C(C)C)CN3C4=CC(C(C)(C)C)=CC=C4)=N1*C1(=CC=CC=C1)[C@@H](/C=C/C1=CC2=CC=CC=C2C=C1)C",83
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C2=N[C@@H](C(C)C)CN2C2=CC(C(C)(C)C)=CC=C2)=N1*OC[C@@H](C1=CC=CC=C1)C1=CC=C(C(=O)OCC)C=C1",91
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C2=N[C@@H](C(C)C)CN2C2=CC(C(C)(C)C)=CC=C2)=N1*C1(=CC=CC=C1)[C@H](CO)C1=CC=C(C=C1)C(F)(F)F",88
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C2=N[C@@H](C(C)C)CN2C2=CC(C(C)(C)C)=CC=C2)=N1*ClC1=CC=C(C=C1)[C@@H](CO)C1=CC=CC=C1",87
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C2=N[C@@H](C(C)C)CN2C2=CC(C(C)(C)C)=CC=C2)=N1*C1(=CC=CC=C1)[C@H](CO)C1=CC=C(C=C1)C",90
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C2=N[C@@H](C(C)C)CN2C2=CC(C(C)(C)C)=CC=C2)=N1*COC1=CC=C(C=C1)[C@@H](CO)C1=CC=CC=C1",90
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C2=N[C@@H](C(C)C)CN2C2=CC(C(C)(C)C)=CC=C2)=N1*OC[C@@H](C1=CC=CC=C1)C1=CC=C(C=C1)NC(C)=O",90
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C2=N[C@@H](C(C)C)CN2C2=CC(C(C)(C)C)=CC=C2)=N1*OC[C@@H](C1=CC=CC=C1)C2=CC=C(B3OC(C)(C)C(C)(C)O3)C=C2",93
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C2=N[C@@H](C(C)C)CN2C2=CC(C(C)(C)C)=CC=C2)=N1*C1(=CC=CC=C1)[C@H](CO)C=1C=C(C=CC1)C",90
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C2=N[C@@H](C(C)C)CN2C2=CC(C(C)(C)C)=CC=C2)=N1*OC[C@@H](C1=CC=CC=C1)C=1C=C(C(=O)OCC)C=CC1",87
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C2=N[C@@H](C(C)C)CN2C2=CC(C(C)(C)C)=CC=C2)=N1*CC=1C=C(C=CC1C)[C@@H](CO)C1=CC=CC=C1",90
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C2=N[C@@H](C(C)C)CN2C2=CC(C(C)(C)C)=CC=C2)=N1*C1=C(C=CC2=CC=CC=C12)[C@@H](CO)C1=CC=CC=C1",91
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C2=N[C@@H](C(C)C)CN2C2=CC(C(C)(C)C)=CC=C2)=N1*FC1=CC=C(C=N1)[C@@H](CO)C1=CC=CC=C1",91
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C2=N[C@@H](C(C)C)CN2C2=CC(C(C)(C)C)=CC=C2)=N1*O1CCC2=C1C=CC(=C2)[C@@H](CO)C2=CC=CC=C2",76
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C2=N[C@@H](C(C)C)CN2C2=CC(C(C)(C)C)=CC=C2)=N1*ClC1=NC(=CC(=C1)[C@@H](CO)C1=CC=CC=C1)C(F)(F)F",78
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C2=N[C@@H](C(C)C)CN2C2=CC(C(C)(C)C)=CC=C2)=N1*C1(=CC=CC=C1)[C@H](CO)C1=NC(=CC=C1)C(F)(F)F",55
"CC(C)[C@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C2=N[C@@H](C(C)C)CN2C2=CC(C(C)(C)C)=CC=C2)=N1*C1(=CC=CC=C1)[C@H](CO)C=1C=C2C=CC=NC2=CC1",90
