"group_name","R2","MAE","MSE"
"1904_25_01_concat",0.7674118000000001,0.7670014000000002,1.1486942
"1904_25_01_sum",0.6327134,1.0382636,1.8321312
"1909_25_01_concat",0.49369579999999996,1.2213146,2.658027600000001
"1909_25_01_sum",0.2708418,1.5664414000000004,3.8466940000000003
"1909_26_01_concat",0.6647748000000002,0.7776234,1.0081868
"1909_26_01_sum",0.6563528000000001,0.7977066,1.0306971999999999
"1909_27_01_concat",0.3650492000000001,1.2497316,3.0077176000000003
"1909_27_01_sum",0.22332400000000002,1.4655884000000001,3.609559
