"idx","R2_concat","R2_sum"
1,0.234422,-0.044392
2,0.460119,0.208788
3,0.556438,0.310233
4,0.55827,0.514546
5,0.628486,0.451538
6,0.644753,0.549916
7,0.685615,0.613358
8,0.692936,0.624047
9,0.699558,0.627962
10,0.742703,0.645041
11,0.761412,0.647308
12,0.74706,0.655318
13,0.778996,0.686082
14,0.797978,0.698494
15,0.794213,0.705678
16,0.798024,0.736821
17,0.815759,0.729478
18,0.82415,0.755805
19,0.821813,0.764831
20,0.834722,0.746599
21,0.837933,0.760328
22,0.84858,0.783948
23,0.845418,0.784812
24,0.84554,0.784316
25,0.833904,0.805323
26,0.850143,0.802912
27,0.852808,0.800583
28,0.856318,0.816607
29,0.849865,0.810478
30,0.849175,0.812926
31,0.840206,0.81357
32,0.855413,0.817656
33,0.847368,0.818357
34,0.851343,0.799658
35,0.851454,0.804462
36,0.853046,0.831366
37,0.856992,0.835439
38,0.852655,0.834622
39,0.85902,0.832268
40,0.851785,0.824765
41,0.856065,0.839005
42,0.856748,0.840759
43,0.850093,0.842095
44,0.849572,0.847008
45,0.850584,0.838946
46,0.849667,0.8371
47,0.851899,0.851967
48,0.854528,0.845923
49,0.854618,0.838698
50,0.853185,0.856464
51,0.850635,0.848969
52,0.848187,0.847871
53,0.854303,0.862272
54,0.851532,0.859408
55,0.850459,0.856117
56,0.844259,0.850662
57,0.846694,0.857509
58,0.850502,0.860121
59,0.846346,0.858999
60,0.847623,0.859298
61,0.84305,0.854016
62,0.8482,0.852723
63,0.841503,0.859808
64,0.846297,0.861805
65,0.84381,0.862724
66,0.840144,0.857218
67,0.845696,0.863159
68,0.844295,0.857632
69,0.844802,0.856732
70,0.840982,0.863254
71,0.843358,0.864765
72,0.846087,0.860912
73,0.840735,0.859622
74,0.843921,0.858841
75,0.839166,0.859484
76,0.842731,0.864455
77,0.841196,0.86402
78,0.84201,0.858015
79,0.839858,0.861381
80,0.839632,0.862807
81,0.839253,0.85413
82,0.839322,0.861161
83,0.83897,0.861472
84,0.84176,0.855265
85,0.837675,0.860538
86,0.836262,0.86061
87,0.837377,0.858497
88,0.838678,0.859521
89,0.839701,0.862155
90,0.838203,0.862216
91,0.837787,0.858916
92,0.834984,0.860318
93,0.83763,0.862381
94,0.835852,0.860434
95,0.834118,0.859016
96,0.8361,0.861772
97,0.834577,0.86125
98,0.834997,0.858595
99,0.834428,0.85944
100,0.834981,0.858955
