"idx","R2_concat","R2_sum"
1,0.056604,-0.011464
2,0.596623,0.010623
3,0.715325,0.141147
4,0.777735,0.413156
5,0.810647,0.434882
6,0.786573,0.649675
7,0.818665,0.635077
8,0.823803,0.747441
9,0.821221,0.782612
10,0.773652,0.683953
11,0.818973,0.766347
12,0.834963,0.796108
13,0.84045,0.797079
14,0.838212,0.789263
15,0.841006,0.819935
16,0.867699,0.827709
17,0.865349,0.834555
18,0.874264,0.835095
19,0.875542,0.844854
20,0.881656,0.826839
21,0.894328,0.846519
22,0.893277,0.835809
23,0.902292,0.854804
24,0.897934,0.845504
25,0.910732,0.852789
26,0.908021,0.851485
27,0.908414,0.855993
28,0.912563,0.864079
29,0.9172,0.864856
30,0.922185,0.864279
31,0.926855,0.867918
32,0.925923,0.853032
33,0.927306,0.866246
34,0.932839,0.87249
35,0.92898,0.879263
36,0.936828,0.883548
37,0.930447,0.866928
38,0.937446,0.876053
39,0.939686,0.889618
40,0.939099,0.891178
41,0.938615,0.884407
42,0.938541,0.89477
43,0.939113,0.891455
44,0.940191,0.896323
45,0.93902,0.890755
46,0.934671,0.896184
47,0.932118,0.906081
48,0.938164,0.897219
49,0.938076,0.905327
50,0.939153,0.907001
51,0.941818,0.910016
52,0.940643,0.910384
53,0.941166,0.912197
54,0.942062,0.915281
55,0.942518,0.911305
56,0.940973,0.910297
57,0.94309,0.916209
58,0.942463,0.912888
59,0.943524,0.917416
60,0.941296,0.917137
61,0.942957,0.92111
62,0.942091,0.924297
63,0.94345,0.922588
64,0.942538,0.923167
65,0.942892,0.921932
66,0.94319,0.917375
67,0.943262,0.925477
68,0.942516,0.925633
69,0.942593,0.923945
70,0.942654,0.926596
71,0.942751,0.929352
72,0.942838,0.928625
73,0.941209,0.927703
74,0.941231,0.929617
75,0.942654,0.93115
76,0.94309,0.929774
77,0.942029,0.928983
78,0.942779,0.932247
79,0.940873,0.931626
80,0.942089,0.931928
81,0.942923,0.932861
82,0.941621,0.929193
83,0.942254,0.930429
84,0.942326,0.931449
85,0.942585,0.933768
86,0.942187,0.933211
87,0.942377,0.932556
88,0.941424,0.934326
89,0.942441,0.934464
90,0.941672,0.933438
91,0.942514,0.933898
92,0.942239,0.93431
93,0.94313,0.935062
94,0.942383,0.935742
95,0.943337,0.935574
96,0.941657,0.935691
97,0.942432,0.936596
98,0.942093,0.935961
99,0.942285,0.936589
100,0.942037,0.93498
