"idx","R2_concat","R2_sum"
1,0.216164,-1.060993
2,0.269651,0.046334
3,0.185302,0.033617
4,0.302404,0.066489
5,0.478577,0.179971
6,0.47317,0.198095
7,0.534979,0.242715
8,0.66934,0.271231
9,0.717544,0.251072
10,0.709397,0.266398
11,0.704139,0.277785
12,0.752643,0.276137
13,0.73572,0.281082
14,0.77848,0.294725
15,0.782736,0.290698
16,0.801058,0.277995
17,0.822039,0.302565
18,0.833136,0.301879
19,0.833687,0.3669
20,0.845211,0.384921
21,0.848186,0.440308
22,0.85784,0.524041
23,0.861108,0.54657
24,0.861783,0.568238
25,0.859931,0.577575
26,0.872635,0.48043
27,0.873013,0.627936
28,0.847402,0.664692
29,0.874823,0.626909
30,0.858509,0.680586
31,0.862075,0.707878
32,0.87287,0.720695
33,0.874085,0.646203
34,0.874501,0.737217
35,0.874663,0.715985
36,0.873875,0.751904
37,0.872902,0.6791
38,0.873156,0.782509
39,0.883012,0.732556
40,0.882021,0.779383
41,0.879038,0.804053
42,0.884739,0.817734
43,0.886075,0.821081
44,0.880556,0.815659
45,0.885324,0.825543
46,0.888787,0.833599
47,0.889003,0.844331
48,0.887652,0.835512
49,0.883951,0.812833
50,0.890505,0.84819
51,0.884026,0.824617
52,0.889687,0.819128
53,0.892941,0.861695
54,0.888491,0.862814
55,0.89306,0.865098
56,0.891557,0.867059
57,0.890038,0.869143
58,0.89139,0.868109
59,0.888324,0.873054
60,0.893946,0.870898
61,0.89239,0.868915
62,0.893665,0.877366
63,0.886914,0.877311
64,0.895694,0.875259
65,0.894959,0.874387
66,0.888821,0.85575
67,0.892712,0.847541
68,0.892935,0.859631
69,0.885662,0.878674
70,0.88967,0.878863
71,0.880436,0.865877
72,0.893534,0.87192
73,0.890158,0.874138
74,0.882049,0.880389
75,0.893581,0.87878
76,0.894326,0.881068
77,0.89349,0.880515
78,0.889537,0.877601
79,0.894237,0.876626
80,0.89527,0.880567
81,0.894611,0.882436
82,0.894193,0.882588
83,0.892519,0.882311
84,0.893063,0.881
85,0.893751,0.881983
86,0.891754,0.88352
87,0.892796,0.884147
88,0.892312,0.884287
89,0.889409,0.883021
90,0.895073,0.88397
91,0.89633,0.884683
92,0.891088,0.887968
93,0.893224,0.888218
94,0.894509,0.886636
95,0.897202,0.886623
96,0.896534,0.883757
97,0.892124,0.886649
98,0.892423,0.88545
99,0.894858,0.886783
100,0.894386,0.886359
