"R^2","MAE","RMSE"
0.6330016249058461,0.05729761201819932,0.07375226427010118
0.5742349853039463,0.0579980455289278,0.07656521842135443
0.5646700146622207,0.05817851486779354,0.07563998164546355
0.627967368976021,0.05215682921381991,0.06615139174316256
0.548861896508201,0.05184659415786158,0.07212124568377369
