"group_name","R2","MAE","MSE"
"1904_25_01",0.7558556,0.7792798000000001,1.1683894
"1909_25_01",0.697178,1.0315051999999998,1.9471244000000003
"1909_26_01",0.6042274,0.8337678000000001,1.2322339999999998
"1909_27_01",0.35642599999999997,1.1847148,2.5455934000000005
