"R^2","MAE","RMSE"
0.6832295085608786,0.06898995521596846,0.09429306845495632
0.7351847685922867,0.06752706524425983,0.08982017670994558
0.7304478685061141,0.05905860590412314,0.07746562643735586
0.6860320059972393,0.05995620276894419,0.08210722191454886
0.6749269371286123,0.06562173739620428,0.0988879393341032
