"idx","R2_concat","R2_sum"
1,-0.051953,-0.143174
2,0.223383,-0.113984
3,0.216331,-0.135643
4,0.208707,0.08154
5,0.312062,0.170291
6,0.36507,0.163986
7,0.452322,0.17053
8,0.462209,0.193634
9,0.492463,0.231616
10,0.581919,0.202027
11,0.618226,0.195892
12,0.716547,0.22711
13,0.68378,0.228244
14,0.681318,0.251339
15,0.719502,0.250944
16,0.739951,0.250022
17,0.743712,0.239835
18,0.75447,0.244065
19,0.736681,0.240268
20,0.739453,0.25986
21,0.756338,0.276845
22,0.766748,0.283362
23,0.76656,0.290591
24,0.787491,0.287866
25,0.803711,0.279162
26,0.812626,0.264477
27,0.811685,0.304399
28,0.817787,0.332034
29,0.810597,0.367392
30,0.821929,0.403915
31,0.829632,0.434354
32,0.82596,0.484746
33,0.824945,0.514785
34,0.833839,0.481561
35,0.842658,0.530127
36,0.844912,0.550944
37,0.850619,0.563947
38,0.826849,0.597676
39,0.852137,0.60588
40,0.844697,0.598402
41,0.854373,0.64824
42,0.855597,0.641605
43,0.856631,0.66154
44,0.847952,0.661817
45,0.852135,0.676394
46,0.864328,0.688356
47,0.848341,0.695127
48,0.859196,0.69375
49,0.855285,0.710872
50,0.860204,0.715467
51,0.863755,0.70957
52,0.852816,0.739733
53,0.860788,0.606924
54,0.851977,0.675945
55,0.869659,0.704491
56,0.865208,0.690149
57,0.864249,0.696787
58,0.868476,0.719281
59,0.858706,0.733387
60,0.870507,0.738743
61,0.863558,0.729922
62,0.868527,0.740813
63,0.861595,0.750649
64,0.869503,0.77396
65,0.869676,0.77685
66,0.863626,0.786791
67,0.865504,0.790928
68,0.873298,0.789221
69,0.862135,0.797386
70,0.871662,0.790123
71,0.877572,0.781073
72,0.871284,0.79141
73,0.862287,0.806074
74,0.868762,0.807525
75,0.869386,0.809203
76,0.876229,0.805124
77,0.878528,0.808452
78,0.873614,0.811026
79,0.86728,0.81343
80,0.86036,0.816113
81,0.878727,0.819136
82,0.877256,0.819603
83,0.865675,0.816036
84,0.874635,0.822963
85,0.877946,0.821365
86,0.878817,0.825541
87,0.878152,0.825786
88,0.876768,0.824807
89,0.876722,0.826839
90,0.878585,0.82515
91,0.881533,0.830836
92,0.871881,0.831013
93,0.873888,0.831711
94,0.8747,0.831716
95,0.868239,0.832169
96,0.874617,0.832956
97,0.88236,0.83423
98,0.882273,0.833583
99,0.875562,0.835604
100,0.879298,0.835024
