"group_name","R2","MAE","MSE"
"1904_25_01",0.7252257999999999,0.8771752,1.3274962
"1909_25_01",0.6340912000000001,1.1290058,2.305189
"1909_26_01",0.58499,0.8408106000000001,1.3037514000000001
"1909_27_01",0.3439954,1.2373125999999999,2.5845504000000004
