"idx","R2_concat","R2_sum"
1,0.235494,0.039029
2,0.57067,-0.013497
3,0.708374,0.146138
4,0.756677,0.316097
5,0.778787,0.523457
6,0.802066,0.658846
7,0.80613,0.679086
8,0.815857,0.71725
9,0.818549,0.731304
10,0.818216,0.751101
11,0.83234,0.716968
12,0.8418,0.792056
13,0.852412,0.790348
14,0.851836,0.782955
15,0.877788,0.80631
16,0.884288,0.811404
17,0.872601,0.789269
18,0.88849,0.818174
19,0.899017,0.831725
20,0.902295,0.809518
21,0.917107,0.830349
22,0.912074,0.850712
23,0.920434,0.859898
24,0.919751,0.856489
25,0.929743,0.865079
26,0.921135,0.876567
27,0.92457,0.875017
28,0.931427,0.871456
29,0.935991,0.886679
30,0.937633,0.871398
31,0.942358,0.88322
32,0.94067,0.89487
33,0.938936,0.894738
34,0.938859,0.889783
35,0.949569,0.894891
36,0.94742,0.911502
37,0.952377,0.909882
38,0.948356,0.902676
39,0.952231,0.91178
40,0.948062,0.917268
41,0.950677,0.91554
42,0.953994,0.921117
43,0.950226,0.928205
44,0.952598,0.911863
45,0.954218,0.920672
46,0.957985,0.928299
47,0.957234,0.92467
48,0.956754,0.92614
49,0.952688,0.928468
50,0.958756,0.92582
51,0.957862,0.937683
52,0.957897,0.935956
53,0.959558,0.937072
54,0.959199,0.933674
55,0.960924,0.941751
56,0.958808,0.941568
57,0.960592,0.936413
58,0.958334,0.936582
59,0.959441,0.941989
60,0.959635,0.937441
61,0.957021,0.942374
62,0.958217,0.939968
63,0.958226,0.938483
64,0.96025,0.946134
65,0.958701,0.945507
66,0.959826,0.940583
67,0.959724,0.942023
68,0.959149,0.945675
69,0.958996,0.938872
70,0.960206,0.945183
71,0.961191,0.948446
72,0.960711,0.945944
73,0.959564,0.94577
74,0.960406,0.942695
75,0.959598,0.94734
76,0.958929,0.947829
77,0.959765,0.948284
78,0.959186,0.945634
79,0.960682,0.948581
80,0.960385,0.949264
81,0.960167,0.949178
82,0.959852,0.949268
83,0.96005,0.949041
84,0.96053,0.950996
85,0.959858,0.950756
86,0.959926,0.94831
87,0.960496,0.950027
88,0.960303,0.949306
89,0.960338,0.950324
90,0.959887,0.949608
91,0.960229,0.950195
92,0.959797,0.951635
93,0.959963,0.950541
94,0.960152,0.950393
95,0.960414,0.95036
96,0.959868,0.950274
97,0.959907,0.950684
98,0.960027,0.951796
99,0.959152,0.950624
100,0.959987,0.952025
