"R^2","MAE","RMSE"
0.46494709879184815,0.10638174804282832,0.14046133281157205
0.5972794408436498,0.054312407712472775,0.07243541132184438
0.7695593349120011,0.05992258813338554,0.08225714152841507
0.41009441478460273,0.08954841984134274,0.12265102766130467
0.6939048728378425,0.06531631840457683,0.0903512513791542
