"idx","R2_concat","R2_sum"
1,-0.0704,-0.26654
2,0.162977,-0.428739
3,0.199486,0.062484
4,0.255258,0.033041
5,0.413551,0.042111
6,0.375451,0.144276
7,0.58484,0.027162
8,0.702192,0.151566
9,0.690743,0.106328
10,0.74719,0.167025
11,0.768199,0.143556
12,0.772848,0.13142
13,0.817624,0.203486
14,0.815312,0.13953
15,0.808867,0.189106
16,0.764411,0.237659
17,0.784888,0.311824
18,0.829266,0.115211
19,0.859236,0.360868
20,0.859454,0.410919
21,0.834298,0.514384
22,0.860399,-0.079537
23,0.845903,0.225597
24,0.866931,0.446325
25,0.834079,0.440527
26,0.872322,0.59719
27,0.842427,0.54804
28,0.882204,0.664466
29,0.882856,0.67905
30,0.893082,0.640913
31,0.873282,0.698187
32,0.891903,0.643561
33,0.893279,0.721133
34,0.894994,0.723942
35,0.889008,0.78127
36,0.899866,0.779883
37,0.907085,0.791696
38,0.910103,0.806713
39,0.910765,0.809147
40,0.906753,0.814482
41,0.910077,0.795712
42,0.903467,0.83333
43,0.906646,0.834305
44,0.909308,0.828261
45,0.908324,0.845861
46,0.911874,0.831756
47,0.916886,0.858293
48,0.913372,0.845155
49,0.917639,0.862119
50,0.906164,0.815664
51,0.910787,0.840325
52,0.91573,0.844025
53,0.90136,0.876459
54,0.912379,0.88088
55,0.905271,0.847207
56,0.912933,0.865919
57,0.916204,0.865561
58,0.912898,0.885313
59,0.911252,0.878323
60,0.9164,0.88408
61,0.913345,0.881795
62,0.908145,0.894047
63,0.916919,0.864282
64,0.915492,0.872821
65,0.911827,0.855967
66,0.909201,0.888637
67,0.914244,0.888415
68,0.909283,0.899292
69,0.905352,0.896216
70,0.913638,0.900025
71,0.908188,0.901926
72,0.909513,0.894555
73,0.900625,0.893589
74,0.908614,0.872204
75,0.911975,0.893732
76,0.914781,0.88881
77,0.905231,0.90305
78,0.909541,0.896743
79,0.914269,0.890227
80,0.911268,0.904443
81,0.909399,0.903983
82,0.91081,0.900049
83,0.913071,0.902965
84,0.914486,0.90283
85,0.91108,0.905416
86,0.908509,0.905105
87,0.909177,0.907265
88,0.910594,0.900614
89,0.911627,0.906685
90,0.912399,0.907124
91,0.912114,0.906271
92,0.909671,0.907425
93,0.911659,0.904342
94,0.912631,0.9077
95,0.914279,0.908876
96,0.914941,0.908944
97,0.913544,0.91032
98,0.908816,0.909292
99,0.907051,0.900451
100,0.913245,0.906637
