"idx","R2_concat","R2_sum"
1,-0.074116,-1.627455
2,0.26542,0.110187
3,0.307686,-0.186321
4,0.326954,0.134357
5,0.215643,0.272625
6,0.397238,0.255759
7,0.501182,0.286236
8,0.278319,0.284806
9,0.559015,0.315827
10,0.619847,0.310405
11,0.589248,0.325119
12,0.633052,0.328084
13,0.705119,0.338974
14,0.738833,0.345229
15,0.707737,0.327007
16,0.782345,0.338464
17,0.748357,0.340271
18,0.78331,0.365287
19,0.774449,0.370076
20,0.80641,0.436739
21,0.831713,0.442093
22,0.837287,0.534965
23,0.855005,0.543028
24,0.843097,0.542937
25,0.841594,0.562181
26,0.850601,0.573549
27,0.785966,0.580003
28,0.850216,0.628915
29,0.882519,0.626966
30,0.881299,0.580314
31,0.886226,0.627737
32,0.895092,0.704626
33,0.854786,0.074603
34,0.836273,0.518002
35,0.847593,0.433385
36,0.876798,0.648343
37,0.882082,0.580786
38,0.885133,0.699373
39,0.893705,0.697355
40,0.8987,0.744913
41,0.889441,0.735345
42,0.895819,0.757142
43,0.885559,0.742757
44,0.894822,0.753344
45,0.879297,0.715828
46,0.864466,0.728978
47,0.858075,0.665181
48,0.895334,0.752558
49,0.874634,0.729096
50,0.898189,0.761573
51,0.894416,0.778657
52,0.889445,0.776585
53,0.897901,0.782045
54,0.892823,0.747066
55,0.89812,0.774722
56,0.902538,0.776618
57,0.898662,0.800658
58,0.896834,0.782979
59,0.895578,0.806746
60,0.897643,0.812188
61,0.897303,0.808763
62,0.88864,0.810121
63,0.895123,0.774691
64,0.890608,0.814262
65,0.887552,0.809206
66,0.879369,0.8268
67,0.890971,0.829374
68,0.893733,0.826187
69,0.889534,0.831422
70,0.893389,0.828542
71,0.893005,0.837717
72,0.896911,0.821101
73,0.893686,0.844574
74,0.892692,0.843582
75,0.896116,0.851819
76,0.898863,0.845355
77,0.89454,0.852913
78,0.890239,0.8552
79,0.896292,0.861586
80,0.894512,0.862052
81,0.89333,0.865315
82,0.894943,0.866183
83,0.895414,0.871271
84,0.895752,0.862569
85,0.896322,0.864726
86,0.897145,0.862005
87,0.895294,0.877667
88,0.898149,0.878415
89,0.896038,0.876799
90,0.895452,0.877014
91,0.895545,0.877575
92,0.897377,0.883485
93,0.896882,0.883497
94,0.89414,0.885734
95,0.893197,0.883333
96,0.893622,0.884843
97,0.896041,0.890401
98,0.894376,0.883828
99,0.893101,0.886774
100,0.893115,0.882236
