"idx","R2_concat","R2_sum"
1,0.185342,0.055545
2,0.512575,0.033009
3,0.603584,0.085336
4,0.740767,0.474902
5,0.771622,0.572525
6,0.748386,0.606517
7,0.780997,0.724617
8,0.790393,0.669265
9,0.798427,0.764665
10,0.814757,0.771531
11,0.821417,0.764074
12,0.823134,0.780125
13,0.841122,0.786695
14,0.837146,0.800777
15,0.853705,0.798643
16,0.83329,0.813188
17,0.86286,0.819117
18,0.881312,0.822953
19,0.8658,0.816703
20,0.889367,0.843299
21,0.900529,0.846312
22,0.90602,0.849699
23,0.90573,0.859323
24,0.905946,0.863567
25,0.906363,0.872044
26,0.908392,0.873452
27,0.9096,0.881701
28,0.911919,0.88456
29,0.91782,0.865674
30,0.919351,0.856884
31,0.926593,0.882156
32,0.920862,0.887089
33,0.93131,0.890566
34,0.925904,0.89524
35,0.928402,0.897077
36,0.932025,0.899337
37,0.93218,0.886874
38,0.935464,0.894935
39,0.935276,0.898531
40,0.94193,0.897359
41,0.940508,0.900463
42,0.938587,0.89404
43,0.941735,0.906019
44,0.938826,0.907674
45,0.937461,0.906845
46,0.942889,0.903144
47,0.943979,0.90789
48,0.941691,0.914367
49,0.94467,0.910808
50,0.947267,0.907652
51,0.943755,0.90937
52,0.945037,0.907159
53,0.945852,0.908858
54,0.949312,0.904743
55,0.947592,0.918867
56,0.949711,0.917363
57,0.946987,0.912024
58,0.950186,0.907265
59,0.947506,0.917799
60,0.949141,0.916002
61,0.948139,0.914425
62,0.949933,0.913395
63,0.948722,0.910032
64,0.949136,0.920007
65,0.949994,0.916456
66,0.949769,0.916749
67,0.950318,0.916175
68,0.949751,0.919259
69,0.950159,0.919652
70,0.94901,0.920689
71,0.951766,0.917978
72,0.95222,0.920179
73,0.950504,0.917066
74,0.952172,0.919748
75,0.951629,0.915508
76,0.951934,0.917367
77,0.952635,0.923166
78,0.95187,0.917214
79,0.950323,0.922268
80,0.951828,0.92502
81,0.951293,0.924262
82,0.951436,0.922431
83,0.950857,0.921649
84,0.951826,0.92326
85,0.95187,0.925455
86,0.95231,0.923441
87,0.951513,0.928599
88,0.951788,0.926237
89,0.952148,0.927815
90,0.950511,0.915673
91,0.952154,0.927771
92,0.951767,0.926614
93,0.950659,0.926739
94,0.951809,0.926328
95,0.951894,0.928829
96,0.951704,0.928713
97,0.952445,0.92926
98,0.952599,0.920048
99,0.951806,0.930908
100,0.952061,0.928912
