"idx","R2_concat","R2_sum"
1,0.135084,0.007755
2,0.319045,0.099349
3,0.582834,0.208082
4,0.627535,0.370288
5,0.646311,0.511196
6,0.671328,0.5799
7,0.677969,0.607754
8,0.705868,0.628659
9,0.720061,0.604256
10,0.729708,0.666146
11,0.749007,0.651134
12,0.773945,0.675379
13,0.77677,0.67708
14,0.77883,0.686347
15,0.791708,0.69498
16,0.809334,0.702473
17,0.803951,0.71399
18,0.808623,0.692772
19,0.817664,0.688821
20,0.821623,0.724896
21,0.829051,0.742581
22,0.833312,0.757191
23,0.8232,0.772296
24,0.829347,0.769149
25,0.835357,0.783309
26,0.841388,0.771779
27,0.837746,0.766133
28,0.832234,0.783441
29,0.849112,0.783957
30,0.846908,0.790169
31,0.842467,0.789058
32,0.853031,0.81161
33,0.844586,0.796962
34,0.844971,0.806174
35,0.845341,0.813438
36,0.850262,0.803127
37,0.850539,0.804342
38,0.845207,0.805205
39,0.842476,0.812141
40,0.848985,0.825337
41,0.848435,0.822322
42,0.843321,0.815649
43,0.847773,0.826038
44,0.84118,0.829472
45,0.847083,0.820823
46,0.8497,0.827812
47,0.838501,0.83809
48,0.847659,0.830098
49,0.844852,0.790168
50,0.844347,0.832392
51,0.843826,0.834451
52,0.838505,0.82967
53,0.838911,0.838873
54,0.837432,0.836118
55,0.838924,0.835351
56,0.837248,0.835516
57,0.837536,0.841262
58,0.838685,0.839545
59,0.837644,0.840121
60,0.838215,0.842206
61,0.84205,0.840555
62,0.834882,0.841293
63,0.83639,0.842398
64,0.833612,0.838269
65,0.837687,0.84188
66,0.834617,0.838094
67,0.834596,0.845448
68,0.837109,0.839007
69,0.834179,0.837718
70,0.835044,0.836803
71,0.83561,0.839019
72,0.829623,0.838391
73,0.835669,0.842941
74,0.835602,0.842987
75,0.833482,0.838013
76,0.835223,0.841443
77,0.834092,0.843733
78,0.832769,0.8411
79,0.831622,0.841819
80,0.831988,0.826645
81,0.834691,0.839553
82,0.831207,0.829537
83,0.832174,0.838361
84,0.833346,0.836735
85,0.830708,0.836688
86,0.832403,0.843245
87,0.830779,0.839236
88,0.831149,0.840703
89,0.829474,0.833505
90,0.82983,0.834466
91,0.828474,0.8407
92,0.82842,0.836569
93,0.83075,0.836619
94,0.828411,0.837445
95,0.829329,0.837916
96,0.829179,0.839798
97,0.826422,0.838199
98,0.826406,0.838595
99,0.826882,0.838122
100,0.827428,0.836706
