"idx","R2_concat","R2_sum"
1,0.066406,-1.021824
2,0.014773,0.023058
3,0.0545,0.063141
4,0.147949,-0.157733
5,0.22493,-0.005412
6,0.358812,0.037223
7,0.346167,0.024452
8,0.473469,0.048459
9,0.568153,0.069233
10,0.624148,0.036497
11,0.674782,0.083875
12,0.681935,0.069294
13,0.728474,0.061929
14,0.755911,0.068148
15,0.711538,0.076453
16,0.800945,0.086842
17,0.804947,0.089973
18,0.814877,0.08163
19,0.826468,0.088905
20,0.811602,0.103349
21,0.825221,0.108159
22,0.847034,0.120191
23,0.83937,0.136595
24,0.850507,0.166716
25,0.827222,0.201312
26,0.858331,0.247737
27,0.814537,0.31878
28,0.868905,0.36059
29,0.859778,0.333661
30,0.868808,0.406364
31,0.878701,0.438096
32,0.870728,0.454382
33,0.87941,0.472935
34,0.879992,0.468329
35,0.884126,0.508578
36,0.881693,0.530629
37,0.874475,0.562625
38,0.884715,0.549021
39,0.872303,0.450799
40,0.88533,0.593125
41,0.893406,0.584966
42,0.881979,0.593262
43,0.891364,0.612352
44,0.887547,0.632313
45,0.893207,0.646194
46,0.887893,0.633385
47,0.871461,0.662767
48,0.895044,0.642022
49,0.860672,0.673732
50,0.890751,0.690044
51,0.889552,0.691195
52,0.88027,0.707685
53,0.889272,0.727214
54,0.889957,0.724804
55,0.893807,0.736284
56,0.888706,0.751356
57,0.89239,0.761583
58,0.883109,0.739676
59,0.890575,0.692004
60,0.885888,0.775426
61,0.894641,0.778471
62,0.880444,0.723446
63,0.893082,0.77345
64,0.88859,0.733986
65,0.873765,0.795845
66,0.883392,0.80338
67,0.863984,0.775074
68,0.891033,0.80946
69,0.885267,0.787912
70,0.885359,0.824709
71,0.894677,0.82267
72,0.881026,0.828578
73,0.896643,0.816849
74,0.892398,0.83022
75,0.879412,0.810053
76,0.897251,0.83394
77,0.885892,0.844587
78,0.892365,0.801426
79,0.892404,0.844467
80,0.886492,0.802106
81,0.889674,0.848463
82,0.888341,0.828249
83,0.889349,0.849576
84,0.890953,0.842422
85,0.892233,0.854614
86,0.892104,0.844321
87,0.893481,0.859277
88,0.893154,0.84311
89,0.891099,0.860628
90,0.890932,0.843824
91,0.892599,0.860322
92,0.888513,0.849092
93,0.895496,0.865228
94,0.890986,0.849195
95,0.888031,0.862299
96,0.892487,0.836526
97,0.88923,0.865889
98,0.897966,0.851692
99,0.893072,0.857488
100,0.890576,0.865543
