"idx","R2_concat","R2_sum"
1,0.254796,0.078467
2,0.636174,0.122536
3,0.753784,0.298224
4,0.777066,0.449932
5,0.800829,0.310381
6,0.815929,0.598647
7,0.812047,0.581619
8,0.827377,0.677556
9,0.846284,0.747088
10,0.856195,0.717493
11,0.829239,0.745226
12,0.864691,0.799769
13,0.871029,0.79328
14,0.867062,0.782535
15,0.871644,0.810137
16,0.883534,0.825149
17,0.888889,0.828241
18,0.895639,0.838697
19,0.895706,0.841368
20,0.90639,0.842723
21,0.904605,0.82168
22,0.906587,0.821664
23,0.92325,0.860703
24,0.922871,0.874033
25,0.916495,0.848053
26,0.927102,0.873836
27,0.924612,0.870829
28,0.924581,0.87723
29,0.93332,0.877924
30,0.933275,0.865835
31,0.935582,0.882461
32,0.938263,0.885678
33,0.932309,0.885515
34,0.942564,0.893772
35,0.945594,0.90021
36,0.942251,0.893787
37,0.945067,0.900697
38,0.945324,0.899732
39,0.949187,0.905008
40,0.94931,0.904416
41,0.946189,0.904115
42,0.94743,0.903525
43,0.951066,0.908449
44,0.944787,0.907825
45,0.952542,0.911775
46,0.948019,0.908992
47,0.953152,0.911081
48,0.954458,0.913555
49,0.952405,0.911951
50,0.952395,0.915616
51,0.954405,0.916864
52,0.952356,0.916097
53,0.953692,0.920451
54,0.95478,0.92458
55,0.956785,0.92439
56,0.956638,0.91635
57,0.956523,0.918167
58,0.955135,0.917981
59,0.9564,0.921304
60,0.956728,0.925661
61,0.959362,0.92287
62,0.956613,0.927544
63,0.954587,0.930867
64,0.957384,0.928721
65,0.958304,0.93295
66,0.957491,0.93361
67,0.956922,0.928379
68,0.956818,0.933738
69,0.958988,0.935275
70,0.960091,0.936789
71,0.959729,0.934331
72,0.956848,0.930967
73,0.957672,0.933737
74,0.957453,0.937842
75,0.959136,0.938156
76,0.958617,0.940244
77,0.958239,0.933336
78,0.959366,0.936351
79,0.958932,0.940979
80,0.958803,0.940264
81,0.958961,0.935331
82,0.958865,0.940687
83,0.960372,0.942364
84,0.958178,0.939643
85,0.960225,0.937329
86,0.959109,0.938171
87,0.961306,0.941479
88,0.960392,0.941703
89,0.96022,0.939557
90,0.95983,0.942519
91,0.960704,0.943044
92,0.960402,0.939807
93,0.960057,0.943281
94,0.961296,0.940186
95,0.960406,0.942364
96,0.960019,0.94393
97,0.960461,0.945503
98,0.961821,0.945106
99,0.960501,0.945588
100,0.960429,0.945152
