"idx","R2_concat","R2_sum"
1,0.024774,0.013226
2,0.053879,0.00889
3,0.166011,0.011768
4,0.23008,0.139255
5,0.310001,0.179506
6,0.302465,0.207134
7,0.473307,0.242839
8,0.46014,0.373683
9,0.493506,0.497666
10,0.576278,0.557181
11,0.599885,0.504233
12,0.608234,0.565445
13,0.587464,0.491974
14,0.596264,0.339193
15,0.589923,0.589837
16,0.627254,0.59882
17,0.569826,0.624925
18,0.620044,0.639434
19,0.580058,0.667545
20,0.592047,0.625534
21,0.631686,0.646819
22,0.665376,0.650966
23,0.581,0.609656
24,0.624193,0.651002
25,0.624494,0.638197
26,0.666788,0.625922
27,0.683533,0.630083
28,0.653223,0.639179
29,0.672182,0.601065
30,0.692278,0.651022
31,0.66609,0.643721
32,0.683899,0.604037
33,0.683975,0.557234
34,0.666692,0.644041
35,0.685431,0.662142
36,0.677874,0.661911
37,0.67662,0.690189
38,0.675923,0.668106
39,0.667548,0.683385
40,0.664867,0.689277
41,0.679925,0.700074
42,0.675338,0.665782
43,0.681133,0.68423
44,0.660445,0.698548
45,0.680864,0.667307
46,0.684148,0.700457
47,0.636543,0.700905
48,0.693555,0.699709
49,0.65998,0.713364
50,0.685055,0.729014
51,0.687832,0.72795
52,0.672448,0.706483
53,0.695989,0.715394
54,0.666173,0.724586
55,0.677954,0.729352
56,0.668762,0.712521
57,0.684628,0.719346
58,0.673492,0.730736
59,0.679997,0.724478
60,0.671638,0.716302
61,0.69373,0.725937
62,0.671281,0.710441
63,0.662115,0.721737
64,0.677386,0.705623
65,0.685635,0.71044
66,0.680808,0.726516
67,0.66353,0.697228
68,0.685897,0.636668
69,0.676714,0.726744
70,0.682232,0.713327
71,0.683995,0.722237
72,0.677561,0.722918
73,0.675238,0.718935
74,0.679963,0.712884
75,0.679083,0.698361
76,0.676669,0.716051
77,0.674432,0.710576
78,0.670767,0.701342
79,0.672074,0.697765
80,0.680779,0.707565
81,0.677456,0.70454
82,0.673655,0.688343
83,0.676149,0.694803
84,0.674351,0.700536
85,0.679226,0.699233
86,0.675211,0.696195
87,0.674836,0.698176
88,0.674025,0.693904
89,0.671798,0.69799
90,0.672976,0.693136
91,0.675905,0.693857
92,0.673805,0.695341
93,0.677148,0.694222
94,0.674215,0.687797
95,0.677454,0.683971
96,0.673005,0.689035
97,0.670979,0.683384
98,0.670425,0.683868
99,0.6709,0.684166
100,0.672538,0.674287
