"R^2","MAE","RMSE"
0.5678798558345177,0.062631837247621,0.08002865971833573
0.546801800832211,0.059416173911372036,0.07899336733089679
0.5483548827180598,0.06187419417384485,0.07704434785543644
0.5462511458205686,0.05570361508731465,0.0730560588285844
0.40632601082610487,0.06083716276343752,0.08273370534641487
