"idx","R2_concat","R2_sum"
1,0.261289,-0.006978
2,0.440997,0.15502
3,0.573681,0.253755
4,0.602843,0.400047
5,0.625364,0.554849
6,0.615271,0.503872
7,0.665267,0.606253
8,0.655488,0.615263
9,0.677808,0.589286
10,0.703478,0.623709
11,0.688052,0.602173
12,0.736859,0.611698
13,0.709556,0.633844
14,0.746133,0.649063
15,0.762002,0.660543
16,0.782793,0.682715
17,0.776652,0.697859
18,0.791158,0.706679
19,0.791334,0.703907
20,0.79644,0.731763
21,0.813326,0.736525
22,0.815911,0.704828
23,0.812431,0.742512
24,0.81976,0.766911
25,0.826298,0.769088
26,0.797693,0.773841
27,0.825682,0.773204
28,0.838125,0.769558
29,0.834859,0.788613
30,0.823401,0.779091
31,0.838035,0.768556
32,0.82512,0.771332
33,0.837744,0.779132
34,0.834497,0.774698
35,0.846717,0.804136
36,0.832582,0.797962
37,0.838028,0.808162
38,0.841953,0.806047
39,0.841212,0.805874
40,0.844795,0.813308
41,0.839607,0.802915
42,0.839716,0.818028
43,0.834461,0.801251
44,0.832879,0.809822
45,0.843366,0.823575
46,0.836378,0.823435
47,0.836827,0.826602
48,0.841095,0.830291
49,0.834023,0.824747
50,0.832421,0.822665
51,0.834018,0.820753
52,0.839061,0.831379
53,0.837474,0.828674
54,0.837723,0.82494
55,0.828911,0.828752
56,0.834692,0.831155
57,0.831014,0.834028
58,0.833904,0.833693
59,0.831254,0.836023
60,0.830201,0.837633
61,0.830949,0.833551
62,0.828768,0.830474
63,0.831074,0.834565
64,0.831545,0.830697
65,0.825546,0.83205
66,0.826997,0.838996
67,0.830141,0.833675
68,0.827768,0.83475
69,0.829677,0.836389
70,0.827559,0.838505
71,0.828014,0.827594
72,0.824042,0.835514
73,0.8246,0.836137
74,0.824571,0.833714
75,0.82543,0.833156
76,0.824562,0.834702
77,0.825151,0.829559
78,0.821529,0.835184
79,0.825017,0.831408
80,0.822566,0.832258
81,0.822102,0.827989
82,0.822729,0.834915
83,0.822668,0.832397
84,0.824606,0.829944
85,0.821326,0.832075
86,0.821283,0.832174
87,0.819887,0.828414
88,0.819037,0.8307
89,0.820414,0.832497
90,0.820285,0.832228
91,0.819849,0.82829
92,0.818676,0.834438
93,0.820018,0.831441
94,0.819169,0.831216
95,0.818675,0.825348
96,0.819443,0.832142
97,0.819846,0.832124
98,0.818518,0.829633
99,0.816542,0.828869
100,0.817607,0.830709
