"R^2","MAE","RMSE"
0.4503114778357935,0.07850976749858178,0.11174307541419368
0.6039591897672533,0.07335903103682917,0.10277931694888238
0.4100458310474344,0.1022275857910627,0.1368413254352009
0.3349773686969614,0.07579652474893134,0.10112530542595624
0.42613043007327434,0.08499236900477511,0.13035753057771243
