"idx","R2_concat","R2_sum"
1,0.223476,0.048483
2,0.603319,0.158054
3,0.721045,0.29122
4,0.719517,0.572156
5,0.75389,0.613953
6,0.773138,0.663532
7,0.772137,0.746058
8,0.799603,0.751773
9,0.807682,0.770091
10,0.8173,0.783142
11,0.815942,0.793985
12,0.839861,0.800846
13,0.834466,0.798672
14,0.855358,0.815122
15,0.858606,0.809207
16,0.864103,0.819054
17,0.86801,0.808548
18,0.857388,0.827437
19,0.86582,0.814289
20,0.869047,0.783638
21,0.882553,0.840154
22,0.887613,0.825729
23,0.88896,0.857932
24,0.886965,0.840252
25,0.905286,0.847941
26,0.898902,0.866604
27,0.896456,0.87095
28,0.899368,0.860766
29,0.909567,0.885373
30,0.911342,0.887733
31,0.914142,0.888774
32,0.918354,0.885414
33,0.916077,0.884769
34,0.914763,0.895664
35,0.909106,0.871267
36,0.926221,0.906374
37,0.923124,0.901835
38,0.926104,0.905373
39,0.929374,0.900003
40,0.930108,0.911121
41,0.934399,0.913364
42,0.931241,0.907794
43,0.932328,0.915639
44,0.932149,0.919593
45,0.937045,0.917382
46,0.936314,0.91627
47,0.93834,0.919284
48,0.936108,0.921212
49,0.938732,0.922882
50,0.937715,0.922048
51,0.941079,0.924448
52,0.935657,0.926842
53,0.943055,0.925046
54,0.942585,0.928711
55,0.940814,0.927647
56,0.942088,0.929089
57,0.939913,0.929694
58,0.94224,0.934273
59,0.940102,0.928896
60,0.943829,0.929024
61,0.943295,0.932072
62,0.941962,0.93498
63,0.94449,0.936196
64,0.944706,0.937478
65,0.943946,0.935736
66,0.943651,0.938483
67,0.944282,0.937519
68,0.946172,0.939041
69,0.944044,0.935356
70,0.945514,0.939232
71,0.943784,0.937464
72,0.942982,0.938568
73,0.9446,0.938438
74,0.945878,0.939744
75,0.945814,0.941424
76,0.945411,0.939511
77,0.945837,0.941967
78,0.945548,0.940428
79,0.945987,0.94033
80,0.944707,0.942847
81,0.94618,0.937742
82,0.94654,0.942639
83,0.94684,0.94152
84,0.945519,0.943198
85,0.94606,0.942303
86,0.944647,0.939246
87,0.9464,0.942148
88,0.944601,0.942584
89,0.946482,0.943729
90,0.946058,0.942448
91,0.946717,0.942327
92,0.944634,0.942193
93,0.94519,0.944015
94,0.945829,0.943117
95,0.945835,0.943301
96,0.946611,0.944121
97,0.945144,0.94214
98,0.945737,0.943203
99,0.946418,0.943925
100,0.946341,0.94314
