"idx","R2_concat","R2_sum"
1,0.17044,-0.747658
2,0.09808,0.071945
3,0.224365,0.153085
4,0.13277,0.149745
5,0.279647,0.181065
6,0.335514,0.158871
7,0.41659,0.185402
8,0.623138,0.139378
9,-0.062515,0.180587
10,0.597009,0.191084
11,0.463617,0.147969
12,0.527356,0.199016
13,0.624101,0.215332
14,0.658308,0.215021
15,0.718818,0.234297
16,0.747964,0.248381
17,0.772287,0.242647
18,0.762487,0.264313
19,0.759185,0.316293
20,0.793878,0.300433
21,0.806096,0.325652
22,0.826198,0.424968
23,0.839822,0.451053
24,0.801999,0.499709
25,0.834797,0.538687
26,0.838365,0.537316
27,0.797551,0.483796
28,0.843359,0.581103
29,0.851317,0.506214
30,0.841864,0.517145
31,0.84387,0.566263
32,0.847732,0.60225
33,0.859559,0.646935
34,0.856649,0.656693
35,0.85659,0.679009
36,0.864007,0.683422
37,0.846346,0.597363
38,0.830198,0.539347
39,0.822311,0.650953
40,0.844407,0.713813
41,0.858948,0.705421
42,0.868952,0.740074
43,0.865818,0.759631
44,0.863985,0.766865
45,0.868498,0.750273
46,0.869797,0.762825
47,0.866889,0.766712
48,0.863683,0.754909
49,0.872307,0.77213
50,0.875457,0.78569
51,0.871623,0.797038
52,0.866303,0.800418
53,0.85812,0.781638
54,0.862162,0.78975
55,0.862465,0.794529
56,0.87012,0.811673
57,0.865137,0.786972
58,0.86234,0.813782
59,0.867746,0.823237
60,0.876918,0.821691
61,0.873818,0.824438
62,0.868345,0.812392
63,0.869108,0.799592
64,0.8777,0.829026
65,0.879713,0.816212
66,0.881387,0.814717
67,0.878943,0.803867
68,0.874203,0.839434
69,0.871834,0.844187
70,0.876348,0.846302
71,0.879015,0.845804
72,0.881662,0.851993
73,0.879116,0.853876
74,0.866237,0.853128
75,0.867531,0.856293
76,0.875243,0.855594
77,0.881024,0.85841
78,0.878724,0.851497
79,0.875224,0.857762
80,0.87461,0.854366
81,0.871782,0.86674
82,0.881023,0.866824
83,0.881996,0.866824
84,0.877097,0.862654
85,0.876934,0.865894
86,0.874791,0.865647
87,0.87707,0.866965
88,0.882057,0.868718
89,0.88378,0.869075
90,0.882737,0.867426
91,0.88297,0.868821
92,0.884308,0.868735
93,0.883336,0.869987
94,0.882532,0.870157
95,0.881945,0.870562
96,0.881343,0.866947
97,0.880134,0.870774
98,0.878453,0.870044
99,0.880225,0.86998
100,0.881647,0.870676
