"idx","R2_concat","R2_sum"
1,0.270457,-0.04238
2,0.310464,0.015504
3,0.587171,0.225025
4,0.598344,0.387394
5,0.605281,0.543902
6,0.651714,0.579701
7,0.639327,0.575723
8,0.682577,0.602276
9,0.695708,0.620147
10,0.724658,0.610583
11,0.736147,0.643376
12,0.74342,0.654937
13,0.735059,0.63545
14,0.774704,0.673323
15,0.789165,0.642815
16,0.796608,0.686115
17,0.79981,0.699222
18,0.808595,0.707555
19,0.807527,0.715827
20,0.829246,0.703395
21,0.812504,0.723916
22,0.836281,0.72142
23,0.837805,0.742076
24,0.84036,0.739673
25,0.840167,0.713503
26,0.845241,0.761555
27,0.846771,0.77244
28,0.848092,0.781766
29,0.844707,0.776609
30,0.851448,0.779961
31,0.847466,0.767143
32,0.851989,0.799776
33,0.856942,0.808819
34,0.855143,0.785505
35,0.855883,0.805238
36,0.860343,0.813352
37,0.859174,0.81704
38,0.845441,0.811941
39,0.855337,0.822053
40,0.85765,0.826538
41,0.848882,0.822465
42,0.851781,0.801241
43,0.850092,0.814801
44,0.855672,0.822937
45,0.848595,0.831329
46,0.844789,0.834816
47,0.851565,0.825094
48,0.84906,0.833923
49,0.852043,0.844946
50,0.846695,0.84065
51,0.853734,0.84729
52,0.853792,0.842572
53,0.843007,0.839779
54,0.845976,0.839276
55,0.846117,0.831815
56,0.84909,0.847858
57,0.84924,0.843549
58,0.849505,0.811746
59,0.843676,0.847219
60,0.839126,0.845772
61,0.843647,0.848302
62,0.840049,0.845487
63,0.844613,0.852365
64,0.843464,0.846941
65,0.841184,0.849319
66,0.843627,0.850415
67,0.84152,0.84856
68,0.842219,0.841567
69,0.841893,0.846771
70,0.83796,0.844526
71,0.837899,0.843265
72,0.840131,0.849171
73,0.834794,0.841823
74,0.837872,0.845243
75,0.835691,0.83589
76,0.838001,0.846055
77,0.838753,0.846869
78,0.838972,0.840925
79,0.834701,0.850751
80,0.834627,0.844633
81,0.837122,0.848155
82,0.835072,0.84974
83,0.835985,0.852017
84,0.835722,0.851449
85,0.834466,0.849887
86,0.832398,0.849593
87,0.835857,0.849086
88,0.835531,0.850814
89,0.83315,0.8499
90,0.833089,0.847098
91,0.832391,0.845132
92,0.833624,0.849783
93,0.833078,0.83845
94,0.830408,0.846651
95,0.831364,0.848843
96,0.830272,0.850805
97,0.830419,0.850509
98,0.831299,0.848302
99,0.83106,0.847966
100,0.830333,0.844366
