"R^2","MAE","RMSE"
0.707973734740146,0.06525312289780041,0.09053538788364365
0.7405736399856921,0.06690443936782814,0.08890157923798134
0.7306920204532728,0.05892851132326861,0.07743053551049654
0.705939807377221,0.05648683063561793,0.07946150524589392
0.6741049067269687,0.06631726571287057,0.09901289211657094
