"idx","R2_concat","R2_sum"
1,0.183052,0.005713
2,0.344144,0.091224
3,0.596211,0.253272
4,0.638435,0.327226
5,0.680974,0.550107
6,0.65148,0.574733
7,0.673685,0.599288
8,0.688696,0.616425
9,0.734094,0.649021
10,0.715635,0.60322
11,0.752708,0.636096
12,0.759198,0.668022
13,0.769688,0.680081
14,0.780801,0.678442
15,0.78266,0.690892
16,0.7975,0.706913
17,0.80563,0.724632
18,0.807744,0.737277
19,0.81196,0.720861
20,0.820092,0.744581
21,0.809587,0.741594
22,0.822917,0.761472
23,0.821936,0.75828
24,0.820831,0.765057
25,0.825674,0.784967
26,0.837508,0.796174
27,0.828192,0.777034
28,0.832354,0.785543
29,0.83806,0.800176
30,0.839005,0.783246
31,0.831188,0.812758
32,0.838798,0.810575
33,0.840939,0.778878
34,0.842401,0.820509
35,0.83777,0.83018
36,0.83768,0.816475
37,0.839141,0.834409
38,0.844153,0.82189
39,0.842011,0.836269
40,0.832678,0.833391
41,0.846845,0.843998
42,0.840476,0.834775
43,0.837716,0.836003
44,0.844067,0.828533
45,0.845279,0.831158
46,0.845775,0.824971
47,0.847966,0.840149
48,0.84402,0.843322
49,0.842714,0.842764
50,0.843679,0.838475
51,0.841328,0.836186
52,0.840487,0.830023
53,0.841639,0.844693
54,0.838474,0.84024
55,0.838811,0.842819
56,0.84267,0.843849
57,0.839985,0.841012
58,0.835412,0.84088
59,0.83708,0.838129
60,0.841802,0.846234
61,0.833176,0.847712
62,0.838934,0.839183
63,0.834049,0.844301
64,0.840049,0.834042
65,0.838574,0.844397
66,0.832921,0.844528
67,0.832018,0.837344
68,0.832403,0.840875
69,0.833316,0.8376
70,0.833034,0.827794
71,0.833934,0.844583
72,0.834569,0.839554
73,0.833796,0.844071
74,0.830033,0.838485
75,0.831753,0.835311
76,0.832357,0.840438
77,0.831889,0.841976
78,0.831016,0.842125
79,0.828316,0.837867
80,0.830759,0.836676
81,0.829115,0.834327
82,0.828437,0.842327
83,0.827823,0.840539
84,0.826131,0.843487
85,0.828582,0.836438
86,0.829311,0.836583
87,0.82811,0.84036
88,0.827245,0.838121
89,0.827891,0.835049
90,0.82323,0.841604
91,0.824355,0.834905
92,0.824536,0.829854
93,0.824692,0.838516
94,0.822156,0.834439
95,0.825725,0.829131
96,0.823627,0.834261
97,0.823843,0.837348
98,0.824683,0.835925
99,0.822875,0.83055
100,0.824285,0.836095
