"idx","R2_concat","R2_sum"
1,0.235481,0.028104
2,0.341024,0.162018
3,0.565767,0.256084
4,0.616098,0.518146
5,0.65651,0.56686
6,0.652321,0.601953
7,0.667371,0.583827
8,0.68308,0.614551
9,0.668804,0.620093
10,0.716364,0.624647
11,0.713732,0.575975
12,0.755193,0.665875
13,0.751026,0.687534
14,0.778973,0.688971
15,0.759265,0.67542
16,0.788622,0.701343
17,0.783158,0.686485
18,0.813715,0.719468
19,0.799536,0.713462
20,0.790883,0.724189
21,0.81463,0.740533
22,0.821286,0.750769
23,0.809355,0.753357
24,0.831829,0.756824
25,0.823735,0.764132
26,0.824478,0.784172
27,0.830344,0.779969
28,0.839274,0.799447
29,0.833771,0.796321
30,0.835304,0.795042
31,0.841608,0.803941
32,0.834752,0.802754
33,0.833803,0.808246
34,0.82619,0.812602
35,0.834495,0.812675
36,0.836234,0.817197
37,0.844841,0.815425
38,0.838137,0.814717
39,0.840001,0.82249
40,0.836682,0.822728
41,0.83835,0.820613
42,0.842499,0.811951
43,0.84228,0.828264
44,0.831987,0.831282
45,0.836211,0.809781
46,0.839597,0.832744
47,0.834402,0.825407
48,0.837524,0.808091
49,0.842206,0.831747
50,0.837104,0.832352
51,0.833592,0.829149
52,0.834971,0.820289
53,0.834188,0.836327
54,0.83368,0.831631
55,0.833956,0.835079
56,0.833606,0.836959
57,0.830601,0.830675
58,0.831814,0.829129
59,0.82988,0.836238
60,0.82987,0.832131
61,0.830841,0.837508
62,0.826554,0.830494
63,0.832227,0.829647
64,0.827664,0.832654
65,0.826834,0.82424
66,0.828309,0.834351
67,0.823196,0.835475
68,0.828748,0.833483
69,0.827669,0.836052
70,0.828703,0.840717
71,0.827316,0.833397
72,0.828433,0.838278
73,0.82914,0.839905
74,0.82661,0.836476
75,0.822071,0.839323
76,0.825197,0.838562
77,0.826885,0.838867
78,0.825307,0.839394
79,0.827134,0.834625
80,0.827203,0.836753
81,0.819703,0.83601
82,0.824404,0.837631
83,0.822213,0.840296
84,0.821786,0.837159
85,0.823178,0.837113
86,0.823204,0.838451
87,0.823423,0.838424
88,0.818694,0.835894
89,0.822052,0.838239
90,0.821491,0.837996
91,0.816291,0.83774
92,0.81941,0.837053
93,0.817352,0.83883
94,0.816694,0.84283
95,0.818644,0.841322
96,0.816518,0.839412
97,0.817422,0.84043
98,0.816834,0.840647
99,0.816361,0.841788
100,0.817733,0.839819
