"R^2","MAE","RMSE"
0.659695436538613,0.08391575009980533,0.11201915953822066
0.6201354058788499,0.05251459591368884,0.07034989250350895
0.7986169865985314,0.05658239088383369,0.07689630489086233
0.428409634199012,0.08334230185378445,0.1207319978783325
0.6983567278595305,0.06446954152565587,0.08969180945634223
