"R^2","MAE","RMSE"
0.46158857572869183,0.10583199426295835,0.1409014805593241
0.5916381903050232,0.05550422780887042,0.07294097930841377
0.7749714702027488,0.05959706578689246,0.08128545571773903
0.4189144076708128,0.0882475221772395,0.12173066404315463
0.7039277229884898,0.06423314018864153,0.08885969860781376
