"idx","R2_concat","R2_sum"
1,0.19832,0.059211
2,0.510328,0.077088
3,0.647113,0.272001
4,0.73501,0.273115
5,0.745368,0.609414
6,0.799651,0.65632
7,0.822232,0.74285
8,0.827215,0.768598
9,0.824421,0.779704
10,0.846079,0.799751
11,0.850442,0.806076
12,0.851301,0.802211
13,0.862259,0.82533
14,0.863213,0.813075
15,0.865806,0.843414
16,0.883769,0.842577
17,0.872318,0.84039
18,0.890191,0.852749
19,0.887062,0.854903
20,0.894877,0.84337
21,0.90069,0.859283
22,0.902162,0.849657
23,0.904485,0.867559
24,0.899166,0.851802
25,0.916501,0.881195
26,0.92044,0.878905
27,0.912883,0.881472
28,0.917929,0.87787
29,0.925842,0.891452
30,0.922788,0.878993
31,0.926354,0.885923
32,0.932063,0.892871
33,0.928037,0.881329
34,0.9339,0.890053
35,0.931878,0.872468
36,0.936071,0.895994
37,0.939975,0.895387
38,0.935968,0.899297
39,0.939509,0.901466
40,0.939483,0.900319
41,0.934624,0.900264
42,0.944076,0.897353
43,0.946686,0.911858
44,0.941645,0.903286
45,0.938161,0.91101
46,0.945551,0.912931
47,0.945775,0.913285
48,0.947708,0.9173
49,0.946639,0.914479
50,0.948103,0.917726
51,0.946468,0.919382
52,0.948608,0.920132
53,0.948493,0.915095
54,0.946728,0.92117
55,0.950484,0.926068
56,0.949915,0.921447
57,0.95203,0.92455
58,0.951426,0.926031
59,0.95006,0.926074
60,0.950365,0.929148
61,0.953212,0.931244
62,0.952923,0.935127
63,0.950033,0.930318
64,0.95183,0.932753
65,0.951378,0.928356
66,0.951551,0.932674
67,0.950612,0.935001
68,0.950683,0.929863
69,0.951997,0.933506
70,0.953198,0.939316
71,0.95246,0.937983
72,0.952567,0.935085
73,0.951816,0.931494
74,0.953211,0.93373
75,0.952767,0.935727
76,0.952962,0.936299
77,0.95273,0.938079
78,0.952964,0.94132
79,0.952808,0.943546
80,0.952219,0.941594
81,0.952811,0.941391
82,0.95224,0.941203
83,0.952962,0.942198
84,0.952708,0.942731
85,0.953265,0.940793
86,0.953078,0.942525
87,0.952052,0.943267
88,0.953271,0.942793
89,0.953535,0.94473
90,0.953653,0.944205
91,0.952461,0.943466
92,0.952108,0.944122
93,0.952911,0.943811
94,0.953862,0.944611
95,0.953156,0.942429
96,0.953126,0.936727
97,0.953119,0.936928
98,0.953577,0.942806
99,0.952303,0.946501
100,0.952744,0.944577
