"R^2","MAE","RMSE"
0.6438159739810068,0.07088790250046804,0.09998725110368338
0.6488459230599556,0.07402002806485593,0.10343113304319251
0.5502697673471628,0.06927973534836807,0.10006073617823794
0.5950332831968984,0.06684025889278225,0.0932498913662061
0.5799586504219775,0.07826405260939855,0.11240842375138624
