"idx","R2_concat","R2_sum"
1,0.016438,-0.062301
2,0.0818,0.030031
3,0.077315,-0.092365
4,0.177626,0.104271
5,0.259324,0.11498
6,0.356867,0.069506
7,0.422965,0.169
8,0.423628,0.155193
9,0.44628,0.254103
10,0.419925,0.149141
11,0.388223,0.355053
12,0.509423,0.388178
13,0.464377,0.412055
14,0.522908,0.377902
15,0.544459,0.454365
16,0.556263,0.421687
17,0.527278,0.49263
18,0.55216,0.489308
19,0.566561,0.530201
20,0.539417,0.519892
21,0.532895,0.541168
22,0.570209,0.54685
23,0.540491,0.516938
24,0.592618,0.492688
25,0.586409,0.477762
26,0.563949,0.526443
27,0.591895,0.543285
28,0.549279,0.565389
29,0.558131,0.521042
30,0.594899,0.484995
31,0.620128,0.534782
32,0.593731,0.522308
33,0.600608,0.527007
34,0.603182,0.570361
35,0.610041,0.574239
36,0.570111,0.549118
37,0.600048,0.569132
38,0.600702,0.558275
39,0.601085,0.565136
40,0.591341,0.578085
41,0.598306,0.571121
42,0.606535,0.570262
43,0.601916,0.583141
44,0.602399,0.594183
45,0.600636,0.559847
46,0.577083,0.545894
47,0.601042,0.577392
48,0.594557,0.580115
49,0.615667,0.578097
50,0.616332,0.589261
51,0.612154,0.598679
52,0.621022,0.595031
53,0.62515,0.573653
54,0.619442,0.588266
55,0.613324,0.603382
56,0.608942,0.6034
57,0.603398,0.601763
58,0.610094,0.581703
59,0.601018,0.56802
60,0.617493,0.599694
61,0.611113,0.584691
62,0.605938,0.583269
63,0.613201,0.584021
64,0.620003,0.597333
65,0.608449,0.598412
66,0.612468,0.573495
67,0.602831,0.578254
68,0.606715,0.589757
69,0.595261,0.586537
70,0.621671,0.588826
71,0.60799,0.59037
72,0.620194,0.584579
73,0.61351,0.595173
74,0.605271,0.589834
75,0.609122,0.581766
76,0.604344,0.583624
77,0.607757,0.580281
78,0.607478,0.592095
79,0.601965,0.59057
80,0.602658,0.581612
81,0.603577,0.572433
82,0.602615,0.583622
83,0.601836,0.561739
84,0.600318,0.569479
85,0.606296,0.584839
86,0.598599,0.580849
87,0.60138,0.591214
88,0.604942,0.589922
89,0.603168,0.572877
90,0.60308,0.592401
91,0.601755,0.589902
92,0.601834,0.582783
93,0.59977,0.580505
94,0.600275,0.577957
95,0.597101,0.579972
96,0.594208,0.581008
97,0.597038,0.591526
98,0.59361,0.578816
99,0.60005,0.577225
100,0.597411,0.583513
